age,monthly_income,loan_amount,loan_tenure_months,existing_emis,credit_score,dependents,work_experience_years,emi_to_income_ratio,loan_to_income_ratio,employment_type,employer_type,loan_type,city_tier,residential_status,payment_history,marital_status,gender,eligible
37,90000,2579661,12,2000,839,0,5,2.4108,2.3886,Salaried,Not Applicable,Vehicle Loan,Tier 3,Parental,Clean,Widowed,Male,1
55,25000,662840,84,0,792,4,8,0.3156,2.2095,Salaried,Not Applicable,Education Loan,Metro,Company Provided,Minor Delay,Single,Male,1
33,40000,882548,120,0,580,0,15,0.1839,1.8386,Self Employed,Government,Business Loan,Tier 1,Rented,Clean,Married,Male,1
61,25000,432605,180,5000,900,0,6,0.2961,1.442,Salaried,Startup,Business Loan,Metro,Parental,Clean,Divorced,Female,1
59,150000,614772,24,20000,744,4,0,0.3041,0.3415,Salaried,Government,Personal Loan,Metro,Parental,Clean,Divorced,Female,1
35,60000,997719,120,5000,607,4,8,0.2219,1.3857,Salaried,Government,Vehicle Loan,Tier 1,Parental,Major Delay,Single,Male,1
49,60000,1442358,84,10000,692,3,9,0.4528,2.0033,Unemployed,Public Sector,Business Loan,Metro,Owned,Clean,Married,Male,1
49,40000,2805916,240,0,777,2,9,0.2923,5.8457,Self Employed,Private MNC,Home Loan,Tier 1,Rented,Clean,Single,Male,1
31,60000,218332,180,2000,800,3,7,0.0535,0.3032,Salaried,Private Indian,Home Loan,Metro,Company Provided,Clean,Single,Male,1
52,25000,882441,48,2000,694,3,8,0.8154,2.9415,Salaried,Startup,Home Loan,Tier 1,Owned,Minor Delay,Married,Male,0
22,25000,1060193,240,0,741,4,3,0.1767,3.534,Salaried,Public Sector,Personal Loan,Metro,Parental,Clean,Divorced,Male,1
34,60000,1227400,12,2000,690,3,13,1.7381,1.7047,Salaried,Private Indian,Business Loan,Tier 2,Rented,Clean,Married,Male,0
40,25000,2920354,84,10000,694,4,5,1.7906,9.7345,Freelancer,Private Indian,Business Loan,Tier 1,Parental,Minor Delay,Single,Female,0
42,8000,2963189,180,2000,757,1,6,2.3078,30.8666,Student,Startup,Business Loan,Metro,Company Provided,Clean,Single,Female,0
31,8000,2053649,48,5000,815,0,9,5.0,21.3922,Salaried,Startup,Home Loan,Metro,Parental,Serious Default,Divorced,Female,0
47,15000,317724,24,10000,609,2,9,1.5492,1.7651,Business Owner,Public Sector,Home Loan,Metro,Owned,Clean,Single,Male,0
23,90000,951334,24,2000,681,1,15,0.4627,0.8809,Business Owner,Startup,Personal Loan,Tier 1,Owned,Minor Delay,Single,Female,1
37,40000,2414696,12,10000,651,0,14,5.0,5.0306,Salaried,Private Indian,Education Loan,Metro,Company Provided,Minor Delay,Divorced,Female,0
64,60000,1793579,60,2000,619,0,5,0.5315,2.4911,Salaried,Startup,Business Loan,Metro,Company Provided,Clean,Married,Male,0
48,25000,801545,84,0,615,2,17,0.3817,2.6718,Self Employed,NGO,Personal Loan,Tier 2,Rented,Clean,Widowed,Female,0
49,25000,1095962,48,0,701,3,12,0.9133,3.6532,Salaried,NGO,Home Loan,Tier 2,Rented,Minor Delay,Married,Male,0
41,25000,177319,48,0,614,0,8,0.1478,0.5911,Self Employed,Public Sector,Education Loan,Metro,Parental,Clean,Widowed,Male,1
36,60000,562193,60,10000,611,2,4,0.3228,0.7808,Salaried,Public Sector,Vehicle Loan,Metro,Parental,Clean,Married,Female,1
57,40000,1577965,60,20000,685,4,7,1.1575,3.2874,Freelancer,Public Sector,Education Loan,Tier 1,Company Provided,Major Delay,Divorced,Female,0
40,90000,156960,240,0,621,0,0,0.0073,0.1453,Unemployed,Startup,Personal Loan,Tier 1,Company Provided,Clean,Divorced,Female,1
26,40000,89015,180,0,740,0,10,0.0124,0.1854,Salaried,Private MNC,Education Loan,Tier 1,Company Provided,Minor Delay,Divorced,Male,1
39,40000,1432433,240,2000,661,3,1,0.1992,2.9842,Salaried,Public Sector,Home Loan,Tier 2,Parental,Clean,Widowed,Male,1
25,40000,778165,36,5000,604,3,10,0.6654,1.6212,Business Owner,Private MNC,Education Loan,Metro,Owned,Minor Delay,Married,Female,0
23,90000,982478,36,2000,886,4,5,0.3255,0.9097,Student,Government,Home Loan,Tier 1,Company Provided,Clean,Divorced,Male,1
21,60000,2292261,12,5000,529,0,8,3.267,3.1837,Freelancer,Public Sector,Education Loan,Tier 2,Company Provided,Major Delay,Widowed,Female,0
58,8000,2624660,84,10000,768,3,4,5.0,27.3402,Salaried,Private MNC,Personal Loan,Tier 3,Rented,Minor Delay,Divorced,Female,0
35,40000,1884927,48,2000,727,2,4,1.0317,3.9269,Salaried,Not Applicable,Vehicle Loan,Tier 1,Owned,Clean,Single,Male,0
54,40000,983671,180,35000,661,0,11,1.0116,2.0493,Student,Private MNC,Business Loan,Metro,Owned,Clean,Single,Male,0
55,60000,1187330,24,0,627,2,4,0.8245,1.6491,Business Owner,Private Indian,Education Loan,Tier 2,Parental,Clean,Divorced,Male,0
45,15000,2368927,24,35000,838,1,3,5.0,13.1607,Salaried,Not Applicable,Vehicle Loan,Tier 2,Company Provided,Clean,Widowed,Male,0
44,90000,2874665,120,0,869,4,2,0.2662,2.6617,Freelancer,Private MNC,Education Loan,Metro,Parental,Clean,Single,Male,1
32,150000,2824046,60,0,676,3,12,0.3138,1.5689,Salaried,Private Indian,Vehicle Loan,Tier 2,Parental,Clean,Divorced,Male,1
38,25000,796355,12,10000,664,1,2,3.0545,2.6545,Self Employed,NGO,Home Loan,Tier 3,Owned,Serious Default,Divorced,Female,0
35,90000,1971086,120,10000,790,3,8,0.2936,1.8251,Salaried,NGO,Vehicle Loan,Tier 2,Parental,Clean,Widowed,Female,1
64,15000,169894,120,10000,680,1,19,0.7611,0.9439,Freelancer,NGO,Business Loan,Tier 1,Company Provided,Clean,Widowed,Male,0
36,8000,2737279,84,2000,746,3,4,4.3233,28.5133,Salaried,Private MNC,Vehicle Loan,Tier 1,Owned,Minor Delay,Single,Male,0
47,15000,1128332,48,20000,744,4,4,2.9005,6.2685,Salaried,Private MNC,Business Loan,Metro,Owned,Minor Delay,Divorced,Female,0
28,8000,718043,180,0,702,0,13,0.4986,7.4796,Freelancer,Government,Business Loan,Tier 1,Company Provided,Minor Delay,Single,Male,0
45,60000,1279133,24,0,713,2,2,0.8883,1.7766,Freelancer,Private MNC,Vehicle Loan,Tier 2,Owned,Minor Delay,Married,Male,0
37,8000,1327879,24,2000,729,1,13,5.0,13.8321,Salaried,Startup,Business Loan,Tier 3,Rented,Clean,Divorced,Male,0
49,25000,1502817,24,10000,612,2,6,2.9047,5.0094,Salaried,Startup,Business Loan,Tier 1,Company Provided,Clean,Widowed,Male,0
28,15000,724075,36,5000,645,2,12,1.6742,4.0226,Salaried,NGO,Home Loan,Tier 1,Owned,Major Delay,Married,Female,0
35,25000,1037601,84,2000,718,3,10,0.5741,3.4587,Self Employed,Not Applicable,Personal Loan,Metro,Parental,Serious Default,Widowed,Male,0
47,15000,541599,12,0,663,0,10,3.0089,3.0089,Salaried,Not Applicable,Home Loan,Tier 2,Parental,Clean,Widowed,Male,0
27,40000,545283,24,0,900,3,5,0.568,1.136,Salaried,Startup,Personal Loan,Tier 2,Company Provided,Clean,Married,Male,1
23,15000,2764383,24,2000,710,2,6,5.0,15.3577,Salaried,Government,Personal Loan,Tier 1,Company Provided,Clean,Single,Female,0
49,60000,792476,12,2000,560,4,5,1.134,1.1007,Student,Private MNC,Home Loan,Tier 2,Company Provided,Clean,Married,Female,0
64,60000,198188,36,5000,474,0,14,0.1751,0.2753,Student,Government,Business Loan,Tier 2,Rented,Clean,Divorced,Male,0
44,8000,611032,120,5000,765,0,8,1.2615,6.3649,Salaried,Not Applicable,Home Loan,Tier 2,Parental,Clean,Single,Male,0
23,90000,2271849,12,20000,711,2,17,2.3258,2.1036,Salaried,Private MNC,Business Loan,Metro,Parental,Clean,Single,Female,1
40,8000,2542492,120,0,815,3,9,2.6484,26.4843,Salaried,Private Indian,Home Loan,Tier 2,Company Provided,Clean,Divorced,Male,0
35,25000,2383180,60,2000,648,4,7,1.6688,7.9439,Salaried,Government,Home Loan,Tier 2,Parental,Clean,Divorced,Male,0
45,8000,2840563,240,2000,690,1,6,1.7295,29.5892,Business Owner,NGO,Education Loan,Metro,Rented,Clean,Widowed,Female,0
50,25000,1105752,24,5000,722,3,4,2.0429,3.6858,Unemployed,Not Applicable,Vehicle Loan,Metro,Owned,Clean,Married,Female,0
34,40000,1556610,12,2000,687,0,9,3.2929,3.2429,Retired,Startup,Home Loan,Tier 3,Rented,Clean,Divorced,Male,0
27,60000,563611,240,20000,680,3,7,0.3725,0.7828,Student,Startup,Vehicle Loan,Metro,Company Provided,Clean,Married,Female,1
37,25000,1143753,180,5000,758,1,4,0.4542,3.8125,Student,Startup,Business Loan,Tier 1,Rented,Minor Delay,Single,Male,1
64,60000,1582088,84,0,633,4,7,0.3139,2.1973,Salaried,Not Applicable,Education Loan,Metro,Parental,Minor Delay,Divorced,Female,1
40,15000,2599698,60,0,742,4,5,2.8886,14.4428,Student,Private MNC,Education Loan,Metro,Parental,Serious Default,Single,Female,0
56,60000,1011273,180,10000,846,1,9,0.2603,1.4045,Salaried,Private MNC,Personal Loan,Metro,Rented,Major Delay,Widowed,Female,1
29,25000,546184,180,10000,832,1,11,0.5214,1.8206,Retired,Government,Vehicle Loan,Metro,Company Provided,Clean,Widowed,Male,1
58,15000,1084549,60,0,555,2,4,1.2051,6.0253,Salaried,NGO,Education Loan,Tier 2,Company Provided,Minor Delay,Divorced,Female,0
42,15000,2791619,120,0,660,0,5,1.5509,15.509,Salaried,Public Sector,Business Loan,Tier 3,Owned,Clean,Divorced,Male,0
22,15000,2394591,12,5000,723,2,3,5.0,13.3033,Salaried,Not Applicable,Personal Loan,Tier 1,Rented,Clean,Divorced,Female,0
44,40000,694691,48,5000,802,3,13,0.4868,1.4473,Salaried,Private MNC,Education Loan,Tier 2,Owned,Minor Delay,Single,Male,1
28,60000,145287,24,0,716,1,0,0.1009,0.2018,Business Owner,Not Applicable,Business Loan,Tier 2,Parental,Clean,Divorced,Other,1
31,8000,2927903,36,2000,802,2,4,5.0,30.499,Student,Public Sector,Vehicle Loan,Tier 2,Rented,Clean,Widowed,Female,0
33,60000,1220085,12,2000,646,0,11,1.7279,1.6946,Salaried,Public Sector,Business Loan,Tier 2,Owned,Clean,Divorced,Male,0
37,40000,1446167,24,20000,726,0,4,2.0064,3.0128,Salaried,Private MNC,Business Loan,Tier 3,Rented,Clean,Divorced,Female,1
28,90000,1441864,12,0,728,1,4,1.3351,1.3351,Salaried,Government,Business Loan,Tier 2,Rented,Clean,Single,Male,1
41,25000,1871369,180,10000,805,2,11,0.8159,6.2379,Salaried,NGO,Home Loan,Tier 1,Parental,Minor Delay,Married,Male,0
38,40000,1291165,48,5000,772,4,0,0.7975,2.6899,Salaried,Not Applicable,Education Loan,Tier 1,Owned,Clean,Widowed,Male,0
50,90000,1977701,36,0,755,1,8,0.6104,1.8312,Salaried,Public Sector,Business Loan,Tier 1,Owned,Minor Delay,Married,Male,1
38,40000,2503611,12,5000,767,3,5,5.0,5.2159,Salaried,Government,Personal Loan,Metro,Owned,Major Delay,Single,Male,0
51,25000,538720,24,0,603,2,5,0.8979,1.7957,Student,Government,Home Loan,Tier 1,Owned,Clean,Divorced,Male,0
58,15000,1102666,36,5000,686,2,13,2.3753,6.1259,Retired,NGO,Business Loan,Tier 3,Owned,Clean,Divorced,Male,0
52,25000,2005854,36,5000,619,1,7,2.4287,6.6862,Salaried,Private MNC,Business Loan,Tier 3,Parental,Clean,Widowed,Male,0
31,40000,1516737,84,0,647,2,2,0.4514,3.1599,Student,NGO,Education Loan,Tier 1,Rented,Minor Delay,Divorced,Male,0
45,60000,2150895,180,0,686,2,0,0.1992,2.9874,Salaried,Not Applicable,Home Loan,Metro,Parental,Clean,Single,Female,1
53,15000,1129500,84,10000,519,3,7,1.5631,6.275,Freelancer,Public Sector,Business Loan,Metro,Rented,Minor Delay,Married,Male,0
58,40000,1976823,24,0,688,3,1,2.0592,4.1184,Business Owner,Government,Business Loan,Tier 2,Owned,Minor Delay,Widowed,Female,0
61,40000,1728176,24,2000,637,4,14,1.8502,3.6004,Salaried,Public Sector,Vehicle Loan,Tier 3,Parental,Serious Default,Divorced,Female,0
28,40000,1008904,120,2000,615,3,2,0.2602,2.1019,Salaried,Not Applicable,Personal Loan,Tier 1,Company Provided,Clean,Divorced,Male,1
31,40000,2887689,12,20000,707,4,7,5.0,6.016,Student,Not Applicable,Personal Loan,Tier 1,Rented,Clean,Married,Male,0
42,60000,279602,12,5000,668,3,0,0.4717,0.3883,Salaried,Government,Education Loan,Tier 2,Rented,Clean,Married,Female,1
44,25000,2982379,120,5000,727,4,0,1.1941,9.9413,Salaried,Private MNC,Home Loan,Tier 1,Rented,Clean,Divorced,Male,0
61,90000,2985137,240,0,648,3,6,0.1382,2.764,Student,Not Applicable,Business Loan,Metro,Owned,Serious Default,Divorced,Male,0
37,15000,2119102,60,0,685,3,23,2.3546,11.7728,Salaried,Government,Home Loan,Metro,Parental,Clean,Single,Female,0
32,15000,1607504,12,0,896,1,5,5.0,8.9306,Salaried,Private MNC,Education Loan,Metro,Rented,Clean,Married,Male,0
52,25000,1202552,60,2000,749,3,11,0.8817,4.0085,Student,Private MNC,Vehicle Loan,Tier 2,Owned,Clean,Married,Female,0
35,15000,205183,12,5000,632,4,5,1.4732,1.1399,Student,Public Sector,Education Loan,Metro,Parental,Minor Delay,Married,Male,0
36,25000,1742832,240,5000,799,1,13,0.4905,5.8094,Student,Public Sector,Personal Loan,Tier 3,Company Provided,Minor Delay,Single,Female,1
42,15000,2208752,48,2000,823,4,7,3.201,12.2708,Self Employed,NGO,Vehicle Loan,Metro,Rented,Minor Delay,Married,Female,0
48,60000,624310,240,5000,747,3,1,0.1267,0.8671,Salaried,Public Sector,Business Loan,Tier 1,Owned,Minor Delay,Single,Female,1
40,15000,2984481,24,0,637,3,6,5.0,16.5804,Unemployed,Private Indian,Education Loan,Metro,Rented,Minor Delay,Widowed,Male,0
53,60000,874470,120,0,782,4,0,0.1215,1.2145,Freelancer,Public Sector,Home Loan,Tier 3,Owned,Clean,Widowed,Male,1
30,8000,2270475,24,20000,653,2,3,5.0,23.6508,Self Employed,Public Sector,Home Loan,Tier 2,Company Provided,Clean,Single,Male,0
60,90000,1743142,48,5000,808,1,9,0.4591,1.614,Retired,NGO,Personal Loan,Tier 3,Parental,Minor Delay,Widowed,Female,1
52,60000,947486,84,5000,680,1,4,0.2713,1.316,Student,Government,Personal Loan,Metro,Rented,Minor Delay,Married,Female,1
53,8000,638829,24,2000,677,3,5,3.5772,6.6545,Business Owner,NGO,Personal Loan,Tier 2,Company Provided,Clean,Married,Male,0
22,60000,1637756,24,2000,741,1,12,1.1707,2.2747,Salaried,Private Indian,Personal Loan,Metro,Company Provided,Clean,Single,Female,1
53,40000,2119542,24,0,812,4,5,2.2079,4.4157,Salaried,Private Indian,Business Loan,Metro,Company Provided,Clean,Divorced,Male,1
53,60000,882044,36,20000,889,3,10,0.7417,1.2251,Salaried,Not Applicable,Vehicle Loan,Metro,Owned,Clean,Married,Male,1
61,40000,1525149,60,5000,702,1,5,0.7605,3.1774,Salaried,Government,Personal Loan,Tier 1,Owned,Clean,Divorced,Male,0
33,40000,518304,240,0,667,0,12,0.054,1.0798,Salaried,Public Sector,Education Loan,Metro,Owned,Clean,Divorced,Male,1
50,60000,2949851,84,10000,634,1,14,0.752,4.097,Business Owner,NGO,Business Loan,Metro,Parental,Serious Default,Divorced,Female,0
53,25000,854700,240,2000,581,4,0,0.2224,2.849,Business Owner,Not Applicable,Vehicle Loan,Metro,Company Provided,Clean,Widowed,Female,0
33,8000,2785903,60,10000,619,1,3,5.0,29.0198,Business Owner,Startup,Business Loan,Tier 3,Owned,Clean,Widowed,Female,0
46,60000,2030343,84,0,718,2,6,0.4028,2.8199,Salaried,Private MNC,Home Loan,Tier 2,Rented,Clean,Single,Male,1
42,25000,514151,180,0,784,2,4,0.1143,1.7138,Salaried,Private Indian,Business Loan,Tier 1,Parental,Clean,Widowed,Male,1
59,40000,931779,36,0,627,3,12,0.6471,1.9412,Salaried,Not Applicable,Business Loan,Tier 3,Rented,Clean,Divorced,Male,0
22,8000,1295175,24,0,762,2,9,5.0,13.4914,Business Owner,Government,Home Loan,Metro,Owned,Clean,Divorced,Male,0
58,40000,2341603,36,10000,631,4,3,1.8761,4.8783,Self Employed,Not Applicable,Home Loan,Metro,Company Provided,Clean,Widowed,Male,0
59,150000,2503838,240,10000,640,0,15,0.1362,1.391,Self Employed,Startup,Home Loan,Tier 1,Owned,Major Delay,Widowed,Male,1
46,25000,2843783,84,5000,614,0,14,1.5542,9.4793,Salaried,Private MNC,Business Loan,Metro,Rented,Minor Delay,Divorced,Male,0
35,25000,188307,48,20000,806,3,1,0.9569,0.6277,Salaried,Startup,Home Loan,Metro,Rented,Clean,Single,Female,0
54,40000,1187333,36,0,828,3,4,0.8245,2.4736,Retired,Public Sector,Personal Loan,Tier 3,Parental,Clean,Divorced,Male,1
62,60000,2556785,24,20000,641,2,12,2.1089,3.5511,Salaried,Government,Education Loan,Metro,Owned,Clean,Single,Female,0
64,25000,2443905,48,20000,635,4,12,2.8366,8.1464,Business Owner,Private MNC,Education Loan,Tier 3,Company Provided,Clean,Married,Female,0
60,25000,1646509,240,2000,749,2,15,0.3544,5.4884,Salaried,Private MNC,Home Loan,Metro,Parental,Major Delay,Divorced,Male,0
31,90000,1818494,48,0,838,4,20,0.4209,1.6838,Salaried,Public Sector,Vehicle Loan,Tier 3,Owned,Clean,Widowed,Male,1
23,40000,374377,60,10000,829,4,10,0.406,0.78,Salaried,Public Sector,Business Loan,Tier 1,Company Provided,Major Delay,Widowed,Male,1
26,15000,1472163,180,2000,669,0,14,0.6786,8.1787,Retired,Public Sector,Education Loan,Tier 1,Rented,Minor Delay,Divorced,Male,0
29,8000,1253049,24,10000,685,4,21,5.0,13.0526,Salaried,Government,Personal Loan,Metro,Company Provided,Clean,Single,Female,0
26,40000,844203,36,0,601,1,7,0.5863,1.7588,Student,Private Indian,Vehicle Loan,Metro,Parental,Clean,Widowed,Male,0
29,15000,2057415,84,5000,668,4,4,1.9662,11.4301,Unemployed,Startup,Vehicle Loan,Tier 1,Owned,Clean,Married,Male,0
59,25000,522650,120,5000,707,0,9,0.3742,1.7422,Business Owner,Government,Personal Loan,Tier 1,Rented,Clean,Widowed,Male,1
51,90000,2607817,48,0,592,2,15,0.6037,2.4146,Salaried,Government,Business Loan,Metro,Parental,Clean,Single,Male,0
52,15000,2511897,12,2000,656,4,17,5.0,13.955,Student,Startup,Business Loan,Tier 1,Parental,Clean,Divorced,Female,0
61,60000,2754691,120,0,717,1,8,0.3826,3.826,Self Employed,Not Applicable,Home Loan,Metro,Parental,Minor Delay,Widowed,Female,1
32,25000,631330,240,2000,578,3,7,0.1852,2.1044,Salaried,Private MNC,Personal Loan,Tier 2,Rented,Clean,Divorced,Male,1
28,60000,890172,12,10000,737,2,1,1.403,1.2364,Self Employed,Not Applicable,Personal Loan,Tier 2,Parental,Clean,Divorced,Female,0
28,60000,2344097,12,0,781,3,8,3.2557,3.2557,Salaried,Startup,Personal Loan,Metro,Owned,Clean,Married,Female,1
48,8000,1669888,12,10000,745,1,2,5.0,17.3947,Salaried,Public Sector,Home Loan,Tier 2,Rented,Minor Delay,Married,Female,0
40,40000,1777386,120,0,660,0,3,0.3703,3.7029,Student,Private MNC,Education Loan,Tier 1,Parental,Minor Delay,Divorced,Female,0
27,15000,322201,240,5000,793,0,9,0.4228,1.79,Unemployed,Not Applicable,Business Loan,Tier 3,Rented,Minor Delay,Single,Male,1
31,90000,798609,36,20000,810,2,1,0.4687,0.7395,Self Employed,Government,Home Loan,Metro,Owned,Clean,Married,Female,1
40,90000,845415,180,2000,725,4,9,0.0744,0.7828,Salaried,Startup,Home Loan,Metro,Parental,Major Delay,Widowed,Female,1
36,25000,2539765,240,20000,711,4,12,1.2233,8.4659,Unemployed,Government,Home Loan,Tier 2,Rented,Clean,Married,Female,0
24,25000,594283,36,5000,650,3,2,0.8603,1.9809,Self Employed,Not Applicable,Personal Loan,Tier 3,Rented,Clean,Divorced,Female,0
26,25000,164587,36,2000,667,0,5,0.2629,0.5486,Salaried,NGO,Home Loan,Tier 2,Company Provided,Clean,Married,Male,1
42,60000,1331652,12,20000,785,4,0,2.1828,1.8495,Self Employed,Government,Education Loan,Metro,Owned,Clean,Single,Female,1
46,25000,2894140,24,0,847,4,10,4.8236,9.6471,Salaried,Startup,Vehicle Loan,Metro,Owned,Clean,Married,Male,0
23,25000,520897,120,0,666,0,0,0.1736,1.7363,Salaried,NGO,Home Loan,Metro,Company Provided,Minor Delay,Single,Male,1
61,25000,1137462,36,5000,686,0,11,1.4638,3.7915,Student,NGO,Education Loan,Tier 3,Rented,Minor Delay,Widowed,Male,0
62,15000,2636940,120,10000,648,1,9,2.1316,14.6497,Student,NGO,Personal Loan,Tier 1,Parental,Clean,Married,Female,0
34,60000,145149,60,10000,665,3,18,0.207,0.2016,Salaried,Government,Vehicle Loan,Tier 3,Parental,Minor Delay,Widowed,Male,1
31,8000,668308,180,0,599,0,16,0.4641,6.9615,Self Employed,Private Indian,Business Loan,Tier 3,Rented,Clean,Divorced,Female,0
38,40000,1002394,60,35000,734,1,2,1.2927,2.0883,Unemployed,Private Indian,Business Loan,Tier 1,Owned,Clean,Widowed,Male,0
32,15000,1962521,36,10000,598,0,17,4.301,10.9029,Freelancer,Government,Personal Loan,Tier 2,Company Provided,Clean,Married,Male,0
43,25000,2170618,240,20000,656,2,5,1.1618,7.2354,Salaried,Private MNC,Personal Loan,Metro,Parental,Serious Default,Married,Male,0
32,40000,2384778,120,2000,695,2,3,0.5468,4.9683,Salaried,Private MNC,Business Loan,Tier 1,Parental,Clean,Single,Female,0
33,150000,446904,60,5000,594,2,5,0.083,0.2483,Salaried,Private MNC,Personal Loan,Tier 2,Owned,Clean,Married,Female,1
45,60000,810006,120,20000,638,0,6,0.4458,1.125,Student,Private MNC,Business Loan,Metro,Owned,Clean,Divorced,Male,1
39,15000,1636529,240,2000,609,4,18,0.5879,9.0918,Freelancer,Private Indian,Personal Loan,Metro,Owned,Major Delay,Single,Female,0
56,15000,594929,60,35000,787,4,0,2.9944,3.3052,Salaried,Not Applicable,Business Loan,Tier 1,Company Provided,Minor Delay,Married,Male,0
28,90000,475716,120,0,813,2,17,0.044,0.4405,Student,Private MNC,Education Loan,Tier 2,Rented,Clean,Married,Male,1
49,25000,610085,240,2000,636,3,12,0.1817,2.0336,Student,Startup,Personal Loan,Tier 1,Company Provided,Minor Delay,Married,Female,0
52,15000,1838702,12,20000,900,1,8,5.0,10.215,Salaried,Private MNC,Business Loan,Tier 1,Rented,Minor Delay,Married,Male,0
64,90000,2041126,48,35000,625,2,5,0.8614,1.8899,Business Owner,Startup,Personal Loan,Metro,Company Provided,Serious Default,Divorced,Female,0
38,60000,965986,12,0,666,1,7,1.3416,1.3416,Business Owner,Private Indian,Business Loan,Tier 3,Rented,Clean,Married,Male,0
26,150000,1725203,180,0,739,1,12,0.0639,0.9584,Freelancer,Startup,Business Loan,Tier 2,Owned,Clean,Single,Female,1
38,90000,1736295,36,10000,746,2,12,0.647,1.6077,Business Owner,NGO,Vehicle Loan,Tier 1,Rented,Clean,Married,Female,1
39,60000,452854,24,20000,674,4,3,0.6478,0.629,Self Employed,Startup,Personal Loan,Metro,Owned,Clean,Single,Female,1
42,8000,2102443,48,5000,787,3,11,5.0,21.9004,Student,Government,Education Loan,Tier 1,Company Provided,Minor Delay,Single,Male,0
57,15000,1906181,36,5000,795,2,5,3.8633,10.5899,Self Employed,Startup,Home Loan,Tier 1,Rented,Clean,Married,Male,0
52,40000,2815734,60,10000,699,1,7,1.4232,5.8661,Salaried,NGO,Home Loan,Metro,Rented,Minor Delay,Divorced,Male,0
61,40000,231136,180,0,687,0,14,0.0321,0.4815,Salaried,Government,Personal Loan,Tier 1,Parental,Minor Delay,Married,Female,1
